Cluster/FaktorT;Cluster Nr.;Tag Nr.;ta;direkte Str.;diffuse Str.;Windgeschw.;Anzahl Tage;Datum;TRY2017;ORT
C4/T1;1;244;13,6;39;81;5;104;1.9.;TRY2015_524042130202_Winter;Potsdam
C4/T1;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T1;3;324;6;4;21;2;95;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T1;4;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9646;1;244;13,6;39;81;5;104;1.9.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9646;2;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9646;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9646;4;324;6;4;21;2;95;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,98;1;324;6,0;4;21;2;95;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,98;2;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,98;3;244;13,6;39;81;5;104;1.9.;TRY2015_524042130202_Winter;Potsdam
C4/T0,98;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,96;1;324;6;4;21;2;95;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,96;2;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,96;3;244;13,6;39;81;5;104;1.9.;TRY2015_524042130202_Winter;Potsdam
C4/T0,96;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,94;1;324;6;4;21;2;95;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,94;2;244;13,6;39;81;5;104;1.9.;TRY2015_524042130202_Winter;Potsdam
C4/T0,94;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,94;4;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9;1;222;20,4;130;104;3;83;10.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9;2;279;14,2;76;60;5;100;6.10.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9;3;324;6;4;21;2;99;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,9;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,85;1;49;-2,2;0;20;3;92;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,85;2;15;8,1;8;27;7;91;15.1.;TRY2015_524042130202_Winter;Potsdam
C4/T0,85;3;92;15,6;71;94;4;122;2.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,85;4;112;16,9;191;78;5;60;22.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,8;1;324;6;4;21;2;96;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,8;2;217;20;103;110;4;85;5.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,8;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,8;4;91;13,9;57;95;7;101;1.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,75;1;232;18,8;154;94;3;96;20.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,75;2;91;13,9;57;95;7;89;1.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,75;3;324;6;4;21;2;97;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,75;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,7;1;232;18,8;154;94;3;96;20.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,7;2;324;6;4;21;2;97;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,7;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,7;4;91;13,9;57;95;7;89;1.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,6;1;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,6;2;232;18,8;154;94;3;111;20.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,6;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,6;4;281;11,5;38;68;6;90;8.10.;TRY2015_524042130202_Winter;Potsdam
C4/T0,5;1;281;11,5;38;68;6;98;8.10.;TRY2015_524042130202_Winter;Potsdam
C4/T0,5;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,5;3;324;6;4;21;2;77;20.11.;TRY2015_524042130202_Winter;Potsdam
C4/T0,5;4;232;18,8;154;94;3;107;20.8.;TRY2015_524042130202_Winter;Potsdam
C4/T0,4;1;304;7,2;11;34;4;100;31.10.;TRY2015_524042130202_Winter;Potsdam
C4/T0,4;2;92;15,6;71;94;4;117;2.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,4;3;112;16,9;191;78;5;58;22.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,4;4;49;-2,2;0;20;3;90;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,33;1;92;15,6;71;94;4;115;2.4.;TRY2015_524042130202_Winter;Potsdam
C4/T0,33;2;288;8,6;2;38;3;92;15.10.;TRY2015_524042130202_Winter;Potsdam
C4/T0,33;3;49;-2,2;0;20;3;98;18.2.;TRY2015_524042130202_Winter;Potsdam
C4/T0,33;4;112;16,9;191;78;5;60;22.4.;TRY2015_524042130202_Winter;Potsdam
C3/T1;1;210;17,8;112;120;5;149;29.7.;TRY2015_524042130202_Winter;Potsdam
C3/T1;2;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T1;3;84;8,0;0;41;6;125;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9646;1;84;8;0;41;6;125;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9646;2;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9646;3;210;17,8;112;120;5;149;29.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,98;1;122;6,7;9;97;5;112;2.5.;TRY2015_524042130202_Winter;Potsdam
C3/T0,98;2;160;17,0;151;129;6;167;9.6.;TRY2015_524042130202_Winter;Potsdam
C3/T0,98;3;49;-2,2;0;20;3;86;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,96;1;210;17,8;112;120;5;149;29.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,96;2;84;8;0;41;6;125;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,96;3;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9;1;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9;2;84;8,0;0;41;6;125;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,9;3;210;17,8;112;120;5;149;29.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,8;1;84;8;0;41;6;127;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,8;2;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,8;3;211;18;117;119;5;147;30.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,75;1;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,75;2;84;8;0;41;6;127;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,75;3;211;18;117;119;5;147;30.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,7;1;49;-2,2;0;20;3;91;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,7;2;84;8,0;0;41;6;128;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,7;3;211;18,0;117;119;5;146;30.7.;TRY2015_524042130202_Winter;Potsdam
C3/T0,6;1;49;-2,2;0;20;3;92;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,6;2;231;17,4;114;107;6;150;19.8.;TRY2015_524042130202_Winter;Potsdam
C3/T0,6;3;84;8;0;41;6;123;25.3.;TRY2015_524042130202_Winter;Potsdam
C3/T0,5;1;302;9;38;43;5;138;29.10.;TRY2015_524042130202_Winter;Potsdam
C3/T0,5;2;49;-2,2;0;20;3;100;18.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,5;3;232;18,8;154;94;3;127;20.8.;TRY2015_524042130202_Winter;Potsdam
C3/T0,4;1;232;18,8;154;94;3;105;20.8.;TRY2015_524042130202_Winter;Potsdam
C3/T0,4;2;281;11,5;38;68;6;129;8.10.;TRY2015_524042130202_Winter;Potsdam
C3/T0,4;3;44;-0,2;0;19;6;131;13.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,33;1;44;-0,2;0;19;6;135;13.2.;TRY2015_524042130202_Winter;Potsdam
C3/T0,33;2;281;11,5;38;68;6;124;8.10.;TRY2015_524042130202_Winter;Potsdam
C3/T0,33;3;232;18,8;154;94;3;106;20.8.;TRY2015_524042130202_Winter;Potsdam
C5/T1;1;211;18;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T1;2;324;6;4;21;2;89;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T1;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T1;4;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T1;5;250;12,6;82;78;5;82;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9646;1;324;6,0;4;21;2;89;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9646;2;211;18,0;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9646;3;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9646;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9646;5;250;12,6;82;78;5;82;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,98;1;324;6;4;21;2;89;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,98;2;211;18;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,98;3;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,98;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,98;5;250;12,6;82;78;5;82;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,96;1;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,96;2;211;18;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,96;3;324;6;4;21;2;89;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,96;4;250;12,6;82;78;5;82;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,96;5;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9;1;250;12,6;82;78;5;81;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9;3;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9;4;211;18;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,9;5;324;6;4;21;2;90;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,85;1;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,85;2;324;6;4;21;2;90;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,85;3;250;12,6;82;78;5;81;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,85;4;211;18;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,85;5;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,8;1;211;18,0;117;119;5;84;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,8;2;183;25,1;201;108;3;27;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,8;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,8;4;324;6,0;4;21;2;91;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,8;5;250;12,6;82;78;5;80;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,75;1;324;6;4;21;2;92;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,75;2;250;12,6;82;78;5;79;7.9.;TRY2015_524042130202_Winter;Potsdam
C5/T0,75;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,75;4;183;25,1;201;108;3;28;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,75;5;211;18;117;119;5;83;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,7;1;324;6;4;21;2;85;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,7;2;183;25,1;201;108;3;28;2.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,7;3;281;11,5;38;68;6;79;8.10.;TRY2015_524042130202_Winter;Potsdam
C5/T0,7;4;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,7;5;211;18;117;119;5;90;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,6;1;324;6,0;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,6;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,6;3;211;18,0;117;119;5;88;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,6;4;150;23,0;270;75;4;27;30.5.;TRY2015_524042130202_Winter;Potsdam
C5/T0,6;5;281;11,5;38;68;6;86;8.10.;TRY2015_524042130202_Winter;Potsdam
C5/T0,5;1;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,5;2;130;19,2;217;83;4;41;10.5.;TRY2015_524042130202_Winter;Potsdam
C5/T0,5;3;324;6;4;21;2;77;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,5;4;211;18;117;119;5;81;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,5;5;281;11,5;38;68;6;83;8.10.;TRY2015_524042130202_Winter;Potsdam
C5/T0,4;1;113;17,5;197;73;5;49;23.4.;TRY2015_524042130202_Winter;Potsdam
C5/T0,4;2;281;11,5;38;68;6;82;8.10.;TRY2015_524042130202_Winter;Potsdam
C5/T0,4;3;324;6;4;21;2;76;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,4;4;211;18;117;119;5;76;30.7.;TRY2015_524042130202_Winter;Potsdam
C5/T0,4;5;49;-2,2;0;20;3;82;18.2.;TRY2015_524042130202_Winter;Potsdam
C5/T0,33;1;113;17,5;197;73;5;50;23.4.;TRY2015_524042130202_Winter;Potsdam
C5/T0,33;2;324;6,0;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C5/T0,33;3;3;-2,3;2;17;5;82;3.1.;TRY2015_524042130202_Winter;Potsdam
C5/T0,33;4;281;11,5;38;68;6;85;8.10.;TRY2015_524042130202_Winter;Potsdam
C5/T0,33;5;211;18,0;117;119;5;74;30.7.;TRY2015_524042130202_Winter;Potsdam
C42/T1;1;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T1;2;324;6,0;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T1;3;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T1;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T1;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T1;6;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;1;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;2;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;3;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;5;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9646;6;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;2;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;3;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;4;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;5;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,98;6;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;1;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;2;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;3;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;5;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,96;6;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;2;5;-6,5;25;16;5;30;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;3;324;6,0;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;4;45;-0,6;3;40;7;60;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;5;222;20,4;130;104;3;82;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,9;6;137;14,3;4;95;6;71;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;2;31;-6,4;1;17;2;29;31.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;3;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;4;45;-0,6;3;40;7;61;14.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;5;222;20,4;130;104;3;82;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,85;6;137;14,3;4;95;6;71;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;1;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;2;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;4;324;6,0;4;21;2;73;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,8;6;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;1;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;2;276;11,8;83;60;6;46;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;4;324;6;4;21;2;75;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;5;137;14,3;4;95;6;73;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,75;6;217;20;103;110;4;80;5.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;1;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;2;5;-6,5;25;16;5;32;5.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;3;324;6;4;21;2;75;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;4;276;11,8;83;60;6;46;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;5;137;14,3;4;95;6;70;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,7;6;217;20;103;110;4;83;5.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;1;31;-6,4;1;17;2;32;31.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;2;276;11,8;83;60;6;47;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;3;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;4;324;6;4;21;2;74;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;5;232;18,8;154;94;3;88;20.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,6;6;137;14,3;4;95;6;65;17.5.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;1;31;-6,4;1;17;2;32;31.1.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;2;276;11,8;83;60;6;53;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;3;324;6;4;21;2;68;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;4;44;-0,2;0;19;6;59;13.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;5;264;14,2;41;81;4;66;21.9.;TRY2015_524042130202_Winter;Potsdam
C42/T0,5;6;232;18,8;154;94;3;87;20.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;1;324;6,0;4;21;2;73;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;2;49;-2,2;0;20;3;70;18.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;3;60;0,2;82;46;4;21;1.3.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;4;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;5;232;18,8;154;94;3;82;20.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,4;6;264;14,2;41;81;4;71;21.9.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;1;281;11,5;38;68;6;38;8.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;2;49;-2,2;0;20;3;75;18.2.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;3;274;6,6;121;40;5;34;1.10.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;4;324;6;4;21;2;65;20.11.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;5;232;18,8;154;94;3;79;20.8.;TRY2015_524042130202_Winter;Potsdam
C42/T0,33;6;264;14,2;41;81;4;74;21.9.;TRY2015_524042130202_Winter;Potsdam
C32/T1;1;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T1;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T1;3;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T1;4;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T1;5;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,98;1;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T0,98;2;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,98;3;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T0,98;4;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,98;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9646;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9646;2;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9646;3;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9646;4;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9646;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T0,96;1;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T0,96;2;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,96;3;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T0,96;4;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,96;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T0,93;1;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,93;2;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T0,93;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T0,93;4;137;14,3;4;95;6;72;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,93;5;222;20,4;130;104;3;81;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9;1;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9;2;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9;3;49;-2,2;0;20;3;83;18.2.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9;4;222;20,4;130;104;3;82;10.8.;TRY2015_524042130202_Winter;Potsdam
C32/T0,9;5;137;14,3;4;95;6;71;17.5.;TRY2015_524042130202_Winter;Potsdam
C32/T0,85;1;324;6;4;21;2;81;20.11.;TRY2015_524042130202_Winter;Potsdam
C32/T0,85;2;276;11,8;83;60;6;48;3.10.;TRY2015_524042130202_Winter;Potsdam
